"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","Index","FileName","Package","DataClumps","MessageChains","MiddleMan","SpeculativeGenerality","SwitchStatements","MessageChains","blank","comment","code","codeLines","bug"
"L16031","StylePanelFigInterface.java","src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigInterface.java","L15997","3","0","4","0","33","99","907","src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigInterface.java","app","1","0","0","0","0","0","16","49","33","33","0"
"L16032","StylePanelFigPackage.java","src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigPackage.java","L15997","4","0","4","0","43","110","908","src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigPackage.java","app","0","0","0","0","0","0","18","48","43","43","0"
"L16033","UMLClassDiagram.java","src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java","L15997","29","0","8","2","391","605","909","src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java","app","1","24","0","3","0","24","53","160","391","391","0"
"L17815","AbstractActionCheckBoxMenuItem.java","src/org/argouml/uml/diagram/ui/AbstractActionCheckBoxMenuItem.java","L17814","6","0","0","0","44","111","911","src/org/argouml/uml/diagram/ui/AbstractActionCheckBoxMenuItem.java","app","0","2","0","0","0","2","12","54","44","44","0"
"L17816","AbstractActionRadioMenuItem.java","src/org/argouml/uml/diagram/ui/AbstractActionRadioMenuItem.java","L17814","7","0","0","0","46","114","912","src/org/argouml/uml/diagram/ui/AbstractActionRadioMenuItem.java","app","0","2","0","0","0","2","11","56","46","46","0"
"L17817","ActionAddAllClassesFromModel.java","src/org/argouml/uml/diagram/ui/ActionAddAllClassesFromModel.java","L17814","5","0","4","0","36","100","913","src/org/argouml/uml/diagram/ui/ActionAddAllClassesFromModel.java","app","0","2","0","0","0","2","11","52","36","36","0"
"L17818","ActionAddAssociationRole.java","src/org/argouml/uml/diagram/ui/ActionAddAssociationRole.java","L17814","2","0","3","0","35","96","914","src/org/argouml/uml/diagram/ui/ActionAddAssociationRole.java","app","0","2","0","0","0","2","8","52","35","35","0"
"L17819","ActionAddConcurrentRegion.java","src/org/argouml/uml/diagram/ui/ActionAddConcurrentRegion.java","L17814","10","0","4","0","108","185","915","src/org/argouml/uml/diagram/ui/ActionAddConcurrentRegion.java","app","0","6","1","0","0","3","31","45","108","108","0"
"L17820","ActionAddExistingEdge.java","src/org/argouml/uml/diagram/ui/ActionAddExistingEdge.java","L17814","5","0","4","0","44","103","916","src/org/argouml/uml/diagram/ui/ActionAddExistingEdge.java","app","0","3","0","0","0","3","11","47","44","44","0"
"L17821","ActionAddExistingNode.java","src/org/argouml/uml/diagram/ui/ActionAddExistingNode.java","L17814","4","0","4","0","51","109","917","src/org/argouml/uml/diagram/ui/ActionAddExistingNode.java","app","0","2","1","0","0","2","9","44","29","29","0"
"L17822","ActionAddExistingNodes.java","src/org/argouml/uml/diagram/ui/ActionAddExistingNodes.java","L17814","11","0","4","1","82","146","918","src/org/argouml/uml/diagram/ui/ActionAddExistingNodes.java","app","0","3","0","0","0","3","10","50","71","71","0"
"L17823","ActionAddExtensionPoint.java","src/org/argouml/uml/diagram/ui/ActionAddExtensionPoint.java","L17814","4","0","5","0","39","146","919","src/org/argouml/uml/diagram/ui/ActionAddExtensionPoint.java","app","0","2","0","0","0","2","27","79","39","39","0"
"L17824","ActionAddMessage.java","src/org/argouml/uml/diagram/ui/ActionAddMessage.java","L17814","4","0","4","1","74","143","920","src/org/argouml/uml/diagram/ui/ActionAddMessage.java","app","0","7","0","3","0","5","16","52","74","74","0"
"L17825","ActionAddNote.java","src/org/argouml/uml/diagram/ui/ActionAddNote.java","L17814","17","0","3","0","120","215","921","src/org/argouml/uml/diagram/ui/ActionAddNote.java","app","0","7","0","0","0","6","27","67","118","118","1"
"L17826","ActionAddStereotype.java","src/org/argouml/uml/diagram/ui/ActionAddStereotype.java","L17814","4","0","0","0","52","103","922","src/org/argouml/uml/diagram/ui/ActionAddStereotype.java","app","0","5","0","0","0","5","10","40","50","50","1"
"L17827","ActionAggregation.java","src/org/argouml/uml/diagram/ui/ActionAggregation.java","L17814","4","0","9","0","84","174","923","src/org/argouml/uml/diagram/ui/ActionAggregation.java","app","0","10","0","0","0","9","27","62","84","84","0"
"L17828","ActionCompartmentDisplay.java","src/org/argouml/uml/diagram/ui/ActionCompartmentDisplay.java","L17814","30","0","3","0","188","337","924","src/org/argouml/uml/diagram/ui/ActionCompartmentDisplay.java","app","0","1","0","1","0","0","45","103","188","188","0"
"L17829","ActionEdgesDisplay.java","src/org/argouml/uml/diagram/ui/ActionEdgesDisplay.java","L17814","6","0","5","0","67","157","925","src/org/argouml/uml/diagram/ui/ActionEdgesDisplay.java","app","0","4","0","0","0","2","20","69","67","67","0"
"L17830","ActionList.java","src/org/argouml/uml/diagram/ui/ActionList.java","L17814","24","0","0","0","90","153"
"L17831","ActionModifierAbstract.java","src/org/argouml/uml/diagram/ui/ActionModifierAbstract.java","L17814","1","0","0","0","18","74","926","src/org/argouml/uml/diagram/ui/ActionModifierAbstract.java","app","0","0","1","0","0","0","7","48","16","16","1"
"L17832","ActionModifierActive.java","src/org/argouml/uml/diagram/ui/ActionModifierActive.java","L17814","1","0","0","0","17","61","927","src/org/argouml/uml/diagram/ui/ActionModifierActive.java","app","0","0","1","0","0","0","6","37","15","15","1"
"L17833","ActionModifierLeaf.java","src/org/argouml/uml/diagram/ui/ActionModifierLeaf.java","L17814","1","0","0","0","17","61","928","src/org/argouml/uml/diagram/ui/ActionModifierLeaf.java","app","0","0","1","0","0","0","6","37","15","15","1"
"L17834","ActionModifierRoot.java","src/org/argouml/uml/diagram/ui/ActionModifierRoot.java","L17814","1","0","0","0","17","61","929","src/org/argouml/uml/diagram/ui/ActionModifierRoot.java","app","0","0","1","0","0","0","6","37","15","15","1"
"L17835","ActionMultiplicity.java","src/org/argouml/uml/diagram/ui/ActionMultiplicity.java","L17814","5","0","11","0","91","193","930","src/org/argouml/uml/diagram/ui/ActionMultiplicity.java","app","0","3","0","0","0","2","35","66","91","91","0"
"L17836","ActionNavigability.java","src/org/argouml/uml/diagram/ui/ActionNavigability.java","L17814","9","0","4","0","75","184","931","src/org/argouml/uml/diagram/ui/ActionNavigability.java","app","0","4","0","0","0","4","18","90","75","75","0"
"L17837","ActionRemoveFromDiagram.java","src/org/argouml/uml/diagram/ui/ActionRemoveFromDiagram.java","L17814","6","0","3","0","39","83","932","src/org/argouml/uml/diagram/ui/ActionRemoveFromDiagram.java","app","0","1","0","1","0","0","8","35","39","39","0"
"L17838","ActionSaveDiagramToClipboard.java","src/org/argouml/uml/diagram/ui/ActionSaveDiagramToClipboard.java","L17814","17","0","5","0","110","224","933","src/org/argouml/uml/diagram/ui/ActionSaveDiagramToClipboard.java","app","0","4","0","3","0","0","33","80","110","110","0"
"L17839","ActionSetAddAssociationClassMode.java","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationClassMode.java","L17814","1","0","2","0","9","57","934","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationClassMode.java","app","0","1","0","0","0","1","9","38","9","9","0"
"L17840","ActionSetAddAssociationEndMode.java","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationEndMode.java","L17814","1","0","2","0","9","58","935","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationEndMode.java","app","0","1","0","0","0","1","9","39","9","9","0"
"L17841","ActionSetAddAssociationMode.java","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationMode.java","L17814","1","0","2","0","14","68","936","src/org/argouml/uml/diagram/ui/ActionSetAddAssociationMode.java","app","0","1","0","0","0","1","9","44","14","14","0"
"L17842","ActionSetAddCommentLinkMode.java","src/org/argouml/uml/diagram/ui/ActionSetAddCommentLinkMode.java","L17814","1","0","2","0","11","56","937","src/org/argouml/uml/diagram/ui/ActionSetAddCommentLinkMode.java","app","0","0","0","0","0","0","8","36","11","11","0"
"L17843","ActionSetAddMessageMode.java","src/org/argouml/uml/diagram/ui/ActionSetAddMessageMode.java","L17814","1","0","2","0","10","58","938","src/org/argouml/uml/diagram/ui/ActionSetAddMessageMode.java","app","0","1","0","0","0","1","7","40","10","10","0"
"L17844","ActionSetMode.java","src/org/argouml/uml/diagram/ui/ActionSetMode.java","L17814","2","0","11","0","69","192","939","src/org/argouml/uml/diagram/ui/ActionSetMode.java","app","0","0","1","0","0","0","18","104","69","69","0"
"L17845","ActionSetPath.java","src/org/argouml/uml/diagram/ui/ActionSetPath.java","L17814","14","0","0","0","80","142","940","src/org/argouml/uml/diagram/ui/ActionSetPath.java","app","0","5","0","0","0","2","14","48","80","80","0"
"L17846","ActionStereotypeView.java","src/org/argouml/uml/diagram/ui/ActionStereotypeView.java","L17814","2","0","2","0","28","93","941","src/org/argouml/uml/diagram/ui/ActionStereotypeView.java","app","0","0","1","1","0","0","9","55","28","28","0"
"L17847","ActionStereotypeViewBigIcon.java","src/org/argouml/uml/diagram/ui/ActionStereotypeViewBigIcon.java","L17814","1","0","2","0","8","49","942","src/org/argouml/uml/diagram/ui/ActionStereotypeViewBigIcon.java","app","0","0","0","0","0","0","3","37","8","8","0"
"L17848","ActionStereotypeViewSmallIcon.java","src/org/argouml/uml/diagram/ui/ActionStereotypeViewSmallIcon.java","L17814","1","0","2","0","8","47","943","src/org/argouml/uml/diagram/ui/ActionStereotypeViewSmallIcon.java","app","0","0","0","0","0","0","3","35","8","8","0"
"L17849","ActionStereotypeViewTextual.java","src/org/argouml/uml/diagram/ui/ActionStereotypeViewTextual.java","L17814","1","0","2","0","8","47","944","src/org/argouml/uml/diagram/ui/ActionStereotypeViewTextual.java","app","0","0","0","0","0","0","3","35","8","8","0"
"L17850","ActionVisibilityPackage.java","src/org/argouml/uml/diagram/ui/ActionVisibilityPackage.java","L17814","2","0","0","0","21","68","945","src/org/argouml/uml/diagram/ui/ActionVisibilityPackage.java","app","0","4","1","0","0","4","6","40","19","19","1"
"L17851","ActionVisibilityPrivate.java","src/org/argouml/uml/diagram/ui/ActionVisibilityPrivate.java","L17814","2","0","0","0","21","69","946","src/org/argouml/uml/diagram/ui/ActionVisibilityPrivate.java","app","0","4","1","0","0","4","6","40","19","19","1"
"L17852","ActionVisibilityProtected.java","src/org/argouml/uml/diagram/ui/ActionVisibilityProtected.java","L17814","2","0","0","0","21","68","947","src/org/argouml/uml/diagram/ui/ActionVisibilityProtected.java","app","0","4","1","0","0","4","6","40","19","19","1"
"L17853","ActionVisibilityPublic.java","src/org/argouml/uml/diagram/ui/ActionVisibilityPublic.java","L17814","2","0","0","0","21","68","948","src/org/argouml/uml/diagram/ui/ActionVisibilityPublic.java","app","0","4","1","0","0","4","6","40","19","19","1"
"L17854","AddExistingNodeCommand.java","src/org/argouml/uml/diagram/ui/AddExistingNodeCommand.java","L17814","4","0","8","0","98","204","949","src/org/argouml/uml/diagram/ui/AddExistingNodeCommand.java","app","0","2","0","0","0","1","20","85","98","98","0"
"L17855","ArgoFig.java","src/org/argouml/uml/diagram/ui/ArgoFig.java","L17814","1","0","3","0","6","55","950","src/org/argouml/uml/diagram/ui/ArgoFig.java","app","0","0","0","0","0","0","6","42","6","6","0"
"L17856","ArgoFigGroup.java","src/org/argouml/uml/diagram/ui/ArgoFigGroup.java","L17814","1","0","3","2","18","69","951","src/org/argouml/uml/diagram/ui/ArgoFigGroup.java","app","0","0","1","1","0","0","9","41","18","18","0"
"L17857","ArgoFigText.java","src/org/argouml/uml/diagram/ui/ArgoFigText.java","L17814","7","0","10","3","96","205","952","src/org/argouml/uml/diagram/ui/ArgoFigText.java","app","0","1","1","2","0","1","22","86","96","96","0"
"L17858","ArgoFigUtil.java","src/org/argouml/uml/diagram/ui/ArgoFigUtil.java","L17814","7","0","1","1","38","80","953","src/org/argouml/uml/diagram/ui/ArgoFigUtil.java","app","0","4","0","0","0","3","6","35","38","38","0"
"L17859","ArgoModeCreateFigText.java","src/org/argouml/uml/diagram/ui/ArgoModeCreateFigText.java","L17814","1","0","2","1","13","55","954","src/org/argouml/uml/diagram/ui/ArgoModeCreateFigText.java","app","0","0","1","1","0","0","6","35","13","13","0"
"L17860","Clarifiable.java","src/org/argouml/uml/diagram/ui/Clarifiable.java","L17814","1","0","1","1","5","41","955","src/org/argouml/uml/diagram/ui/Clarifiable.java","app","0","0","0","1","0","0","5","30","5","5","0"
"L17861","CompartmentFigText.java","src/org/argouml/uml/diagram/ui/CompartmentFigText.java","L17814","6","0","11","0","114","297","956","src/org/argouml/uml/diagram/ui/CompartmentFigText.java","app","0","0","0","0","0","0","25","157","115","115","1"
"L17862","DiagramNameDocument.java","src/org/argouml/uml/diagram/ui/DiagramNameDocument.java","L17814","7","0","0","0","68","157","957","src/org/argouml/uml/diagram/ui/DiagramNameDocument.java","app","0","4","0","0","0","1","17","71","68","68","0"
"L17863","DnDJGraph.java","src/org/argouml/uml/diagram/ui/DnDJGraph.java","L17814","8","0","0","0","101","204","958","src/org/argouml/uml/diagram/ui/DnDJGraph.java","app","0","1","0","2","0","1","21","81","101","101","0"
"L17864","EnumLiteralsCompartmentContainer.java","src/org/argouml/uml/diagram/ui/EnumLiteralsCompartmentContainer.java","L17814","1","0","4","0","7","57","959","src/org/argouml/uml/diagram/ui/EnumLiteralsCompartmentContainer.java","app","0","0","0","1","0","0","5","44","7","7","0"
"L17865","FeaturesCompartmentContainer.java","src/org/argouml/uml/diagram/ui/FeaturesCompartmentContainer.java","L17814","1","0","1","0","3","34","960","src/org/argouml/uml/diagram/ui/FeaturesCompartmentContainer.java","app","0","0","0","1","0","0","1","29","3","3","0"
"L17866","FigAbstraction.java","src/org/argouml/uml/diagram/ui/FigAbstraction.java","L17814","1","0","3","0","16","74","961","src/org/argouml/uml/diagram/ui/FigAbstraction.java","app","0","0","0","0","0","0","10","47","16","16","0"
"L17867","FigAssociation.java","src/org/argouml/uml/diagram/ui/FigAssociation.java","L17814","67","0","7","1","586","889","962","src/org/argouml/uml/diagram/ui/FigAssociation.java","app","0","34","1","6","0","27","111","200","592","592","3"
"L17868","FigAssociationClass.java","src/org/argouml/uml/diagram/ui/FigAssociationClass.java","L17814","32","0","17","0","179","339","963","src/org/argouml/uml/diagram/ui/FigAssociationClass.java","app","0","3","0","0","0","0","33","126","179","179","0"
"L17869","FigAssociationEnd.java","src/org/argouml/uml/diagram/ui/FigAssociationEnd.java","L17814","20","0","5","0","177","298","964","src/org/argouml/uml/diagram/ui/FigAssociationEnd.java","app","0","8","0","0","0","8","30","90","177","177","0"
"L17870","FigAttributesCompartment.java","src/org/argouml/uml/diagram/ui/FigAttributesCompartment.java","L17814","1","0","2","0","36","95","965","src/org/argouml/uml/diagram/ui/FigAttributesCompartment.java","app","0","6","0","0","0","3","9","49","36","36","0"
"L17871","FigClassAssociationClass.java","src/org/argouml/uml/diagram/ui/FigClassAssociationClass.java","L17814","3","0","3","0","26","81","966","src/org/argouml/uml/diagram/ui/FigClassAssociationClass.java","app","0","0","0","0","0","0","9","45","26","26","0"
"L17872","FigCompartment.java","src/org/argouml/uml/diagram/ui/FigCompartment.java","L17814","9","0","4","0","60","125","967","src/org/argouml/uml/diagram/ui/FigCompartment.java","app","0","0","0","0","0","0","13","51","60","60","0"
"L17873","FigCompartmentBox.java","src/org/argouml/uml/diagram/ui/FigCompartmentBox.java","L17814","23","0","4","0","126","214","968","src/org/argouml/uml/diagram/ui/FigCompartmentBox.java","app","0","2","0","0","0","1","21","66","126","126","0"
"L17874","FigDependency.java","src/org/argouml/uml/diagram/ui/FigDependency.java","L17814","1","0","6","0","53","137","969","src/org/argouml/uml/diagram/ui/FigDependency.java","app","0","1","1","1","0","1","20","63","53","53","0"
"L17875","FigEdgeAssociationClass.java","src/org/argouml/uml/diagram/ui/FigEdgeAssociationClass.java","L17814","8","0","4","2","90","175","970","src/org/argouml/uml/diagram/ui/FigEdgeAssociationClass.java","app","0","1","0","2","0","0","19","65","90","90","0"
"L17876","FigEdgeModelElement.java","src/org/argouml/uml/diagram/ui/FigEdgeModelElement.java","L17814","122","0","42","1","788","1478","971","src/org/argouml/uml/diagram/ui/FigEdgeModelElement.java","app","1","23","0","18","0","13","129","549","781","781","4"
"L17877","FigEdgePort.java","src/org/argouml/uml/diagram/ui/FigEdgePort.java","L17814","5","0","9","1","60","141","972","src/org/argouml/uml/diagram/ui/FigEdgePort.java","app","0","1","0","5","0","0","14","66","60","60","0"
"L17878","FigEditableCompartment.java","src/org/argouml/uml/diagram/ui/FigEditableCompartment.java","L17814","25","0","7","0","198","368","973","src/org/argouml/uml/diagram/ui/FigEditableCompartment.java","app","0","3","1","6","0","1","33","136","198","198","0"
"L17879","FigEmptyRect.java","src/org/argouml/uml/diagram/ui/FigEmptyRect.java","L17814","1","0","3","0","10","54","974","src/org/argouml/uml/diagram/ui/FigEmptyRect.java","app","0","0","0","1","0","0","6","37","10","10","0"
"L17880","FigEnumLiteralsCompartment.java","src/org/argouml/uml/diagram/ui/FigEnumLiteralsCompartment.java","L17814","1","0","2","0","31","98","975","src/org/argouml/uml/diagram/ui/FigEnumLiteralsCompartment.java","app","0","4","0","0","0","1","11","55","31","31","0"
"L17881","FigGeneralization.java","src/org/argouml/uml/diagram/ui/FigGeneralization.java","L17814","13","0","6","0","100","192","976","src/org/argouml/uml/diagram/ui/FigGeneralization.java","app","0","6","0","1","0","5","19","72","100","100","0"
"L17882","FigMessage.java","src/org/argouml/uml/diagram/ui/FigMessage.java","L17814","44","0","16","2","310","528","977","src/org/argouml/uml/diagram/ui/FigMessage.java","app","0","23","0","3","0","17","62","155","310","310","0"
"L17883","FigMultiLineText.java","src/org/argouml/uml/diagram/ui/FigMultiLineText.java","L17814","1","0","2","0","15","61","978","src/org/argouml/uml/diagram/ui/FigMultiLineText.java","app","0","0","0","0","0","0","5","40","15","15","0"
"L17884","FigMultiLineTextWithBold.java","src/org/argouml/uml/diagram/ui/FigMultiLineTextWithBold.java","L17814","3","0","2","0","21","68","979","src/org/argouml/uml/diagram/ui/FigMultiLineTextWithBold.java","app","0","1","0","0","0","1","7","39","21","21","0"
"L17885","FigNameWithAbstract.java","src/org/argouml/uml/diagram/ui/FigNameWithAbstract.java","L17814","3","0","0","0","17","61","980","src/org/argouml/uml/diagram/ui/FigNameWithAbstract.java","app","0","0","0","0","0","0","6","38","17","17","0"
"L17886","FigNameWithAbstractAndBold.java","src/org/argouml/uml/diagram/ui/FigNameWithAbstractAndBold.java","L17814","3","0","0","0","21","71","981","src/org/argouml/uml/diagram/ui/FigNameWithAbstractAndBold.java","app","0","1","0","0","0","1","8","41","21","21","0"
"L17887","FigNodeAssociation.java","src/org/argouml/uml/diagram/ui/FigNodeAssociation.java","L17814","12","0","12","2","164","308","982","src/org/argouml/uml/diagram/ui/FigNodeAssociation.java","app","1","8","1","2","0","1","41","89","142","142","1"
"L17888","FigNodeModelElement.java","src/org/argouml/uml/diagram/ui/FigNodeModelElement.java","L17814","211","0","54","2","1282","2338","983","src/org/argouml/uml/diagram/ui/FigNodeModelElement.java","app","1","36","0","14","0","23","214","840","1276","1276","5"
"L17889","FigOperationsCompartment.java","src/org/argouml/uml/diagram/ui/FigOperationsCompartment.java","L17814","1","0","2","0","35","93","984","src/org/argouml/uml/diagram/ui/FigOperationsCompartment.java","app","0","6","0","0","0","3","11","46","35","35","0"
"L17890","FigPermission.java","src/org/argouml/uml/diagram/ui/FigPermission.java","L17814","1","0","4","0","13","71","985","src/org/argouml/uml/diagram/ui/FigPermission.java","app","0","0","0","0","0","0","8","49","13","13","0"
"L17891","FigProfileIcon.java","src/org/argouml/uml/diagram/ui/FigProfileIcon.java","L17814","1","0","5","0","40","103","986","src/org/argouml/uml/diagram/ui/FigProfileIcon.java","app","0","0","1","2","0","0","17","45","40","40","0"
"L17892","FigRealization.java","src/org/argouml/uml/diagram/ui/FigRealization.java","L17814","1","0","3","0","11","66","987","src/org/argouml/uml/diagram/ui/FigRealization.java","app","0","0","0","0","0","0","6","48","11","11","0"
"L17893","FigSingleLineText.java","src/org/argouml/uml/diagram/ui/FigSingleLineText.java","L17814","23","0","6","9","175","328","988","src/org/argouml/uml/diagram/ui/FigSingleLineText.java","app","0","2","0","5","0","1","33","85","146","146","4"
"L17894","FigStereotype.java","src/org/argouml/uml/diagram/ui/FigStereotype.java","L17814","3","0","3","1","39","95","989","src/org/argouml/uml/diagram/ui/FigStereotype.java","app","0","2","1","0","0","1","11","44","39","39","0"
"L17895","FigStereotypesCompartment.java","src/org/argouml/uml/diagram/ui/FigStereotypesCompartment.java","L17814","32","0","8","2","255","397","990","src/org/argouml/uml/diagram/ui/FigStereotypesCompartment.java","app","0","10","0","0","0","6","39","102","255","255","0"
"L17896","FigTextGroup.java","src/org/argouml/uml/diagram/ui/FigTextGroup.java","L17814","10","0","10","0","77","171","991","src/org/argouml/uml/diagram/ui/FigTextGroup.java","app","0","0","0","4","0","0","17","76","77","77","0"
"L17897","FigTrace.java","src/org/argouml/uml/diagram/ui/FigTrace.java","L17814","1","0","3","0","18","62","992","src/org/argouml/uml/diagram/ui/FigTrace.java","app","0","0","0","0","0","0","8","35","18","18","0"
"L17898","FigUsage.java","src/org/argouml/uml/diagram/ui/FigUsage.java","L17814","1","0","4","0","14","69","993","src/org/argouml/uml/diagram/ui/FigUsage.java","app","0","0","0","0","0","0","8","46","14","14","0"
"L17899","InitDiagramAppearanceUI.java","src/org/argouml/uml/diagram/ui/InitDiagramAppearanceUI.java","L17814","1","0","1","4","27","67","994","src/org/argouml/uml/diagram/ui/InitDiagramAppearanceUI.java","app","0","0","0","0","0","0","10","29","27","27","0"
"L17900","ModeAddToDiagram.java","src/org/argouml/uml/diagram/ui/ModeAddToDiagram.java","L17814","21","0","5","1","158","236"
"L17901","ModeCreateAssociationClass.java","src/org/argouml/uml/diagram/ui/ModeCreateAssociationClass.java","L17814","4","0","2","0","63","130","995","src/org/argouml/uml/diagram/ui/ModeCreateAssociationClass.java","app","0","3","0","1","0","1","18","48","63","63","0"
"L17902","ModeCreateAssociationEnd.java","src/org/argouml/uml/diagram/ui/ModeCreateAssociationEnd.java","L17814","10","0","1","1","106","194","996","src/org/argouml/uml/diagram/ui/ModeCreateAssociationEnd.java","app","0","6","0","0","0","2","17","61","85","85","1"
"L17903","ModeCreateCommentEdge.java","src/org/argouml/uml/diagram/ui/ModeCreateCommentEdge.java","L17814","7","0","1","0","28","66","997","src/org/argouml/uml/diagram/ui/ModeCreateCommentEdge.java","app","0","0","0","0","0","0","5","32","16","16","0"
"L17904","ModeCreateDependency.java","src/org/argouml/uml/diagram/ui/ModeCreateDependency.java","L17814","1","0","1","0","7","45","998","src/org/argouml/uml/diagram/ui/ModeCreateDependency.java","app","0","1","1","0","0","1","4","33","7","7","0"
"L17905","ModeCreateGeneralization.java","src/org/argouml/uml/diagram/ui/ModeCreateGeneralization.java","L17814","1","0","1","0","7","47","999","src/org/argouml/uml/diagram/ui/ModeCreateGeneralization.java","app","0","1","1","0","0","1","4","35","7","7","0"
"L17906","ModeCreateGraphEdge.java","src/org/argouml/uml/diagram/ui/ModeCreateGraphEdge.java","L17814","28","0","3","0","176","279","1000","src/org/argouml/uml/diagram/ui/ModeCreateGraphEdge.java","app","0","3","0","0","1","0","34","70","179","179","0"
"L17907","ModeCreatePermission.java","src/org/argouml/uml/diagram/ui/ModeCreatePermission.java","L17814","1","0","1","0","7","45","1001","src/org/argouml/uml/diagram/ui/ModeCreatePermission.java","app","0","1","1","0","0","1","5","32","7","7","0"
"L17908","ModeCreateUsage.java","src/org/argouml/uml/diagram/ui/ModeCreateUsage.java","L17814","1","0","1","0","7","41","1002","src/org/argouml/uml/diagram/ui/ModeCreateUsage.java","app","0","1","1","0","0","1","5","28","7","7","0"
"L17909","PathConvPercent2.java","src/org/argouml/uml/diagram/ui/PathConvPercent2.java","L17814","5","0","5","0","61","164","1003","src/org/argouml/uml/diagram/ui/PathConvPercent2.java","app","0","0","0","1","0","0","24","78","61","61","0"
"L17910","PropPanelDiagram.java","src/org/argouml/uml/diagram/ui/PropPanelDiagram.java","L17814","12","0","2","0","146","240","1004","src/org/argouml/uml/diagram/ui/PropPanelDiagram.java","app","0","2","0","1","0","2","28","63","129","129","0"
"L17911","PropPanelString.java","src/org/argouml/uml/diagram/ui/PropPanelString.java","L17814","8","0","13","0","91","193","1005","src/org/argouml/uml/diagram/ui/PropPanelString.java","app","0","0","0","2","0","0","29","72","91","91","0"
"L17912","RadioAction.java","src/org/argouml/uml/diagram/ui/RadioAction.java","L17814","6","0","4","0","43","97","1006","src/org/argouml/uml/diagram/ui/RadioAction.java","app","0","1","0","0","0","1","9","44","43","43","0"
"L17919","SPFigEdgeModelElement.java","src/org/argouml/uml/diagram/ui/SPFigEdgeModelElement.java","L17814","1","0","2","0","22","65","1013","src/org/argouml/uml/diagram/ui/SPFigEdgeModelElement.java","app","0","1","0","0","0","0","11","31","22","22","0"
"L17913","SelectionEdgeClarifiers.java","src/org/argouml/uml/diagram/ui/SelectionEdgeClarifiers.java","L17814","1","0","3","0","11","61","1007","src/org/argouml/uml/diagram/ui/SelectionEdgeClarifiers.java","app","0","0","1","0","0","0","9","40","11","11","0"
"L17914","SelectionMoveClarifiers.java","src/org/argouml/uml/diagram/ui/SelectionMoveClarifiers.java","L17814","1","0","3","0","13","61","1008","src/org/argouml/uml/diagram/ui/SelectionMoveClarifiers.java","app","0","0","1","0","0","0","8","39","13","13","0"
"L17915","SelectionNodeClarifiers.java","src/org/argouml/uml/diagram/ui/SelectionNodeClarifiers.java","L17814","1","0","2","0","29","76","1009","src/org/argouml/uml/diagram/ui/SelectionNodeClarifiers.java","app","0","0","0","4","0","0","13","33","29","29","0"
"L17916","SelectionNodeClarifiers2.java","src/org/argouml/uml/diagram/ui/SelectionNodeClarifiers2.java","L17814","36","0","6","1","232","427","1010","src/org/argouml/uml/diagram/ui/SelectionNodeClarifiers2.java","app","0","17","0","3","1","0","39","149","220","220","1"
"L17917","SelectionRerouteEdge.java","src/org/argouml/uml/diagram/ui/SelectionRerouteEdge.java","L17814","13","0","5","0","105","235","1011","src/org/argouml/uml/diagram/ui/SelectionRerouteEdge.java","app","0","6","0","0","0","0","28","101","105","105","0"
"L17918","SettingsTabDiagramAppearance.java","src/org/argouml/uml/diagram/ui/SettingsTabDiagramAppearance.java","L17814","10","0","9","0","147","271","1012","src/org/argouml/uml/diagram/ui/SettingsTabDiagramAppearance.java","app","0","6","0","1","0","6","35","88","147","147","0"
"L17920","StatusBarAdapter.java","src/org/argouml/uml/diagram/ui/StatusBarAdapter.java","L17814","1","0","1","1","11","46","1014","src/org/argouml/uml/diagram/ui/StatusBarAdapter.java","app","0","0","1","0","0","0","5","29","11","11","0"
"L17921","StylePanelFigAssociationClass.java","src/org/argouml/uml/diagram/ui/StylePanelFigAssociationClass.java","L17814","8","0","2","1","51","125","1015","src/org/argouml/uml/diagram/ui/StylePanelFigAssociationClass.java","app","0","0","0","1","0","0","16","57","51","51","0"
"L17922","StylePanelFigMessage.java","src/org/argouml/uml/diagram/ui/StylePanelFigMessage.java","L17814","4","0","5","0","42","103","1016","src/org/argouml/uml/diagram/ui/StylePanelFigMessage.java","app","0","0","0","0","0","0","19","41","42","42","0"
"L17923","TabDiagram.java","src/org/argouml/uml/diagram/ui/TabDiagram.java","L17814","38","0","19","1","300","551","1017","src/org/argouml/uml/diagram/ui/TabDiagram.java","app","0","8","0","1","0","3","60","190","300","300","1"
"L17924","UMLDiagram.java","src/org/argouml/uml/diagram/ui/UMLDiagram.java","L17814","15","0","16","1","282","568","1018","src/org/argouml/uml/diagram/ui/UMLDiagram.java","app","0","3","0","0","0","3","65","220","282","282","0"
